Step,DQN-30x30-new - reward,PPO-30x30-new - reward
1008,993.3835876,
1009,892.6735899,
1010,993.1451823,
1011,993.1276859,
1012,993.8223596,
1013,994.1624125,
1014,994.2320433,
1015,993.6840187,
1016,993.7977134,
1017,893.8573562,
1018,893.5429894,
1019,893.1362938,
1020,993.7247115,
1021,992.5766394,
1022,994.192236,
1023,993.975841,
1024,994.3987191,
1025,892.8074884,
1026,893.5307778,
1027,893.2661527,
1028,894.0284296,
1029,993.4862952,
1030,993.5793191,
1031,993.494289,
1032,993.5592426,
1033,893.1060554,
1034,893.1136045,
1035,993.9106417,
1036,893.0113639,
1037,994.1292227,
1038,993.7900561,
1039,993.6888687,
1040,993.8381736,
1041,993.9833857,
1042,993.4218216,
1043,994.2148495,
1044,993.3140853,
1045,993.9306554,
1046,893.8701879,
1047,993.6424466,
